HashOwner,HashApp,HashFunction,Average,Count,Minimum,Maximum,percentile_Average_0,percentile_Average_1,percentile_Average_25,percentile_Average_50,percentile_Average_75,percentile_Average_99,percentile_Average_100
c21e5054a535517fafc56f185449e08d332c2e9287d6f33cfce5d72b42033c3e,e9074dab7d9e7ecc1cbd0245012f7a80a905d72f6e24d09b3b3d0c1d8137b3cb,35196c9a3cee4e22d988206fbd9c69327d752d7e77c145cea2a4c5babd743855,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
30a876e80855f9f46187a876eb5d2d39a93fb3d1b9f31eb7d3b2859ee5a90ab1,8f044447f82ae4606a5762193ff61b14dbf25e24a816197e01a73fd8eba1a93e,7ea6943a3283f724c12c50663db0f70b1f95d21e3966c2b10f1256c53053852a,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
ea942f438bcc45a8e026c84d50ec7115c1491a5c0219b201b3345304dc0a8976,a84bf1f761a125f96352e38629a75144992d0ebdace85f9eb8c17c6c2c1f4881,64ed5f699bdba800098055d974043d9aa0ad9783013ff4ad4a305b5d8f0a9b55,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
b602a90cb8ff998be304c3b3c0d755ae638062ca83dc4fe237cda67a2a1899f0,3d7322c54ad4c156f573c247ae7addef21e87b588712204d439465358c03d3bf,6641a525ff49a5a47695d10f2347760569aac6a94b442ecd0b9527f9367d67b5,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
97cac0576c1545d895cd50cc96835fce3d43b42caa42c32a9b3814bd678ab96a,b20f1f81af25ddcc12132f8185c60a6b7171d60695d9eda0236808ca68a3f187,f0b843dffb726230cdd2a1460e92ce25d7964cbad920609d670d71a6bfdaff6b,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
9f0c09fc065ea484418928bd5c77fa66383fe672449fb6f9fa1bc88162294279,6cc5171af55c170c1fb732b85ca7120a6b5d9d4929bc28feefeb4821b230d529,baf710add7ae105a369dd4aac18105bd1909aa3a5ee44b628d217bb8bfec793c,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
a13876e7f5f1150478cae3c59d1924a385e62076dcc68970cb55df18ab72c969,0d5134c5b914e413573a538688676d188b6acf2b2d090253757029a816f87cfc,0f6ad4a21372a0c1c319392c078c4eb047f709fb795876869258aa3474b6e191,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
6c10326cf10b75d6fd0a586d896d195e1ad7ff52d20bd92342783b550e45becf,8ce7938e8939815e83e5a6b8db0eab6ae6e103a1772f8de9c5115d171db6d251,385b673840001e318e7be10fe52c60d3391d92199d00c90eb601cc3fec223070,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
6c3d59649e35dbb123096085713161551af4fd6da6396ae73e9fb5da0c7d68db,215f4b669020102ca54d8a5d7f6bf45fd25bb2a90ce9dc6f37784518c5936e72,e4c9b86e49fc4881785f57664c7080bfe0cbf49fb876216af1214f227685cb15,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
cfba776c81103080119c74c578b5607a59416bc3363f52627f85aae80546077e,9419f11c20c6043c1591ecce56e8cea6301e1c0a582b22066526c09213e91964,e975d822ac93a2cdeead8eec4978520cdaaaec6a85612f839fdc854ce6475b38,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
ab7afd7b4089648053a27af9ccc9f1e9a2a7c44a74afb6f1fe7424173a39b877,9e2cf6ee9c55c02e1f9d2e3cf78f9c9363a56bcb85a3d6f6a2702d6934248dfc,182c44f29d261f67e970881c0a8d950d44011aad156a68f30e6d27f59ec5b119,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
efd511e7a6bb48fbff316406582068e230ca1ce80e7bfa67cf2e398acd43cb35,7bd7e2bf570cbfd6ebd72c628aa8bff1fc9627b8052d8960fd94609af575d663,cbb155892986a500d75907ab964bf26e67caee4e2fee16607e5e36a558c7c07d,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
f96e634eb2b18b9b608122195770dcfe4cbc000ee90e5c967940cb71cec002a5,731cb2669db506b18bfca33c1fe8f63a1bf8ed671bbeda51cd18ad783d2853eb,07f58313aa95ffc4d64c9a6a8967a8a6adb416d6b2caf430c21b22378af1e525,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
78c343d753f256685bb340a88fd8f9b3573dff1de641a0dcd6daad0992cd8f99,5ac703b73c911d468cb643b8ac045cb1b744e6010e8e855929d2070a3ed69ea0,4b47dbc47e9b424def502945d932a760c4f142c2d0a30e851c429174d6bce88e,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
d61f941f624ea4a33f5f76f2b0ed748d382b56e518ed2e900c6fd63905d92b7a,ba35a84448835efcc4539208989259c90935737e010d3d8e2293f97c4ab8ba72,46282419a9fe625d1dfbc4a86465ecdf89742964a116978cb459bb0c6e82793b,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
d61f941f624ea4a33f5f76f2b0ed748d382b56e518ed2e900c6fd63905d92b7a,ba35a84448835efcc4539208989259c90935737e010d3d8e2293f97c4ab8ba72,d666f873289af339842ec02fc2c984077f78dea7c7c23aac034b4c33492c8557,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
8c221906a641b9edb97de8a063644d1dd14413d937ae6b335c6dc1f39afebe01,a276948d19284f11116c5c7b384d40a1f711e8a3842a6eae75e4957e2436be7b,6f4cfac06dcf33012ed7a81dd70f35507e348d6b1d337507385aef8c890e81ce,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
165020cb56647dbe09648da8ac27c6ab8091de48ba970a06bbcccb3e5cab7fbd,1201344c9805035124725c3b5113b00b197fe9c9acf3fe10eee3fb03cf813545,7b80158ce68678bfe20483fff2d9fa16498b4315778dd410d63d3e4f98a21c1f,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
6b0e8f7e365dbf31fd3876c4a6af805a299c4a391d49b3937314453d4fd10874,896e4afbea0a739c64ff343850e76ebde14bb693cb847992ce40bba868c2c145,2db2c2e0bdd12a51938841860683879f10fee466a186a4c2af249906bc66f9d7,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
14a9dcab295ce83ab3ef0bc73cf1e6d3c1241007067bda7bafe64c3f6877baaa,36119464191480d8182c3431ca6d11688d6d72b50b6f72ec81d8f2ed9cdeb7c2,d2feb9b9d434e30df24e30888d819b1913a2871bfb28c9f9aedf7f142f336350,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
f96e634eb2b18b9b608122195770dcfe4cbc000ee90e5c967940cb71cec002a5,731cb2669db506b18bfca33c1fe8f63a1bf8ed671bbeda51cd18ad783d2853eb,99688b525d1b44ae3d3e13151d1ddabcc7b6c44d20e5180d9d86a9000bbd74c1,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
06251669ac5f2e14073bdc770578f97085cb4a623838a7a530b91351170d02a0,c0dbf8fb69a23368affc2747834d6dfab9cdaaa7e1dc3a28d0c9888c12b89b81,64ffa759cc1fbcbd935b96d1f6b182ebd12f648a6a9783eb7a676f18ca86b98b,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
30422a46bef1badfbf433ec88f7b93b6c0b4468ed03a646c342bcaed867d6034,bdf65506ab689c4d81ff909c6a021d77163b0e616fa4cefc8b61443827dfb443,c1343fb5b3b7294034c8170c1717f0c22c6e6f858d00055db8f15ade216ddcab,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
23585e5c9ad9d7de0016aee0cae0ef9339aa943e635a0d61af082dbfe4688c40,467ad64fd56f2c60960452f5dac6eb724ff239e34acfc0093754717eb568d014,3b8f714aae9291461911c14407cfb34d72d3a1e76e7915e43f3e1a9a10bb5802,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
f4d40f8b2840cab29e37e27533832a01698ca3002f23263522327a811a146787,f752aab398bdab27511f9015253cd4302b0d79c3ede2d27ebd0f88af00ab59f2,f59c19f3f56817640a15c64892eb3f6a3107f16ceb3995b0b328ab24d29645e8,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
8498bc418be50ab1504d243536eb680eb4831e115a10610c2745dac73940f3f4,166ea514b61505e2a36e07c142e1989d6deb77407c6623623a4d586c4a3e7197,4de62c69d114d67831a8f61dd35f370b72dbfeb923466723b351472e41a96fdc,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
d906c244adc52b6fcb91495f0edf4841d67e0e257c90f4b140e5dc883644c097,d0c0307ce95c64bc5bc716aca3be6d75362001f49340eeae14c16eb17d0df249,a6b82195c5ff2c9ba59953c48ffe25d9ec092fb4874e0c3b23db18cc53c281d5,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
775bb979b6fcd3707d650eddc52515a21ee51f4f985311433d58cedec03b34af,ae4362fc0a9851595501b6f76ecf50482e24d9f42617be7a2c88edf4c8a00a3d,4a6e47384ee2f456491382a968541304288d362087d08f97659df2cb4c6f6103,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
7acadb310f118ef21fec404097b3c6ab094cc949e922c7c12acc9f77b0ab22a0,d6c57e141ad0f564842c925b294ecaeee27cc45e9e40b751c49dbd6f08473aa7,3036a9d0dd2d44c4de43dce4c112d0e8ef9ddd449a16ad51d5fae474f0f1dd29,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
f9910680e3dee7747b3a51f59e3e3b51b149f1faddec8229675d4bd5c5cddf9b,4f46c0851060a8b250d2c134d4162cde4d8592b398a8d7f249c6f772898d1c5b,86fb81a3c2e5c8d2abc062830b477055c89b20c81aa356e11599b31e369ebaa4,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
d058802bb738328e826d44f3109c9dc525cae4c8b69d9b4f43b6a3ff26920470,e2a63dce97a67bdb3571d66173b9c0b8a9befc959b1ca00c4eecad593a89ddbf,53978ebf61fea008c119eb735031422bc9cb56022639c08985e85eb59f2c8241,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
eb95ddd0d6c8192b4ffd80ecc3e2e01aeb24eef7c20262c26ef6a3f34ccbd7cb,7b1138bdfbf2106f2a5e58f01693e8e63f9526e38665b6ace1a0a23d056e1393,b2d292a8c89750454cd027cbc3a51d119000d4e6d4fbfc2b69f38e4a168fb553,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
72bdd4beee21ea6e72824d7b5b5536c3a6c728d20ecca919dd0b1e9664c7218b,8cc5300fd53a5277e1d81b7bb69e2e78c9bbd8d17f16fba8298b68127e7d3479,11cacfb706bb031a172aa9e1dd3eb8e0b0b5b4d5218c0f843161b1bf9f735898,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
1cf21fbbf887a27b74364408336962f3cdb9f03bb49085cfc19b368d3d17e720,af9a1d48a3d6a9a5b6da7bd0bfb458c1c74d4990ba3eb9fc517d44098a548ec2,da7077f90d9eed4ac68fe70d46e2da82883dbe32696bb9194690c4f65c584d41,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
52ca2abb2c7d0464eb2029bf916e3690101405232e1182d4192dd6deb4190314,5c956aeddb49fa66f17f869b76250c5ff320ef0739598801e44ead10037bf24e,f669c9b3a576cf77cacf779c3f8c2bcaa58b5f14ccca0da64d18b6682ea9563c,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
a1d2950a826677b5acc09c7508284629dc23250f2a3f84de4c996bd6afdf919c,92dfaec2d41ea9e05eb19e95d9446eeebaa9fa59ee1d0c53676d686353fdecba,b8286349c6450f9a6733ab89cd574771abfc6e44e9b304edfc919f6f38fce148,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
2c18dc9ddbec315527f3ed6109f064fda7e7baca0bd60e0cdee71362c9cf60e2,23237fa7c519a4ca63aeed44db287ba55489a38efe259d86c15b51ee97c79ecf,ff6c27268cd1a532c8f140589d76507aeac29bc4d0a2d79a63420824ca66b176,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
d058802bb738328e826d44f3109c9dc525cae4c8b69d9b4f43b6a3ff26920470,02f193f1d3b2e6c5d3f4b54597b7ee2e6ad06fab28c7a00db59f55b7aa0a8d81,4b56322e27914552a6ba25d75b61644534289c8a2c55183f75b7fa423e5e7a6c,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
52321a751bef4b4cb974ccf9936047da7939d3e0fbc8d65f19cf3a4581eea5da,e758308325b346db631103d2c5b76e35c51e3bec461cf1c25a6771cc7142d5f2,a2d1b29b283a290013ff077d98a1f96a1c91ff0f38551e163250d1712e2d4ba9,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
e931e27b09cec31477ca3116a6e557d8c8209c6220b5ce7c01255c586804cd48,5b40d67921a383a82f5a5534c954fd0e8ea0a98c77a5b817e325a04de3ae2e68,cd3c172a7ad9f3c00c7bd55a78b71de9a24f7ec5675c12a000296d6c1974d616,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
e94c18c60ed66a41779adc24a659bfcde6969a08dbf2cc270b972877312aa8ef,40a11d11ec8e34b34462304ed97168acf673679027cedcf5c2c01f955e7e8026,4272b7c74ebc5526080d92bd81e0d926452ab768c6e42658862fd55ed210c002,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
4c1f2984bda6872027cdb182a8fbb059c25ec2ea2ae3a43ff2d57b719db0be2d,127ee2dfbd34efde36de38259b6e40e441dcb99bce64a477c090875a79ee63e6,b47507e195b3c8c280d0d04cc6e1965867e883289a75fc253234d41163b6d6f1,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
2934b89aab55befcd2cd21fc5f42bef4f12821b7330ce929f1a41c8c579e01c9,ac37373632ce76b46d00ee0830cabb3a3d843a8ff1cccd100667b4b6ec0c92a9,bf138c0b0b097475e88a2173305e750954062c0b208be798c6d805c357a70f4f,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
d058802bb738328e826d44f3109c9dc525cae4c8b69d9b4f43b6a3ff26920470,28452743500f62f12aaeec3ad42424819d61701d85779a10dc6015b058564153,d6b830388d83760b92beeee08606022782ec8e6275f233ee15f8bf53007de622,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
2fbdd42b69abc701122fc47c7c1301b9ea0bc334474d4827dd8593fa774ff86e,cb2fb9a354c7e45749da2577b9caf65a7ab7fc5b01bb18b1edae10d8c3ce5d0b,bcf7e7f3b135381367d101f77f8e0585e2bd7997913ac9c7263cd3abe89e2b95,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
abff8e50c901c7482a56781f7cb062caf0fbea8bba38e4c202ae3e29b3bb82ac,c33b81411bec95993e3a2d305478fa67f98c48eeee828aba46709fe8c087e754,b2eef8ea5dba8c05eea85bc837d74354ade8478d820bd71554729ebc66b08002,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
8bf98b528af956d66b4aa83a9ae866f18b454ec7eca6f22244e9def6146a40f6,df0a85ee173160f998418d3fb3b3c13585fbec060621f80fa3a417f7e85cbb63,913cde166a84cb3e1a952dfd69efe931c395ac04b81bd0124de724b5f60510e6,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
3f69e1e99f02a4e19307f6e4f46bfed5f800b29ad1ee11fa7ded3430fee0a464,a3bf753a5a6ce424997463849f1193c190465791b5a743699077325eb22c60e7,94ae0a6e7b2cde73115e0c2a9b27757dab603547921fa70d52e2b462e01370c7,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
1e82fe99a8f5334179df931033e5d91fb38bbb5cc0553516e5264b7a3d3cd94f,482892868cd2ae0dd144842b47c7e94dbbe5d1efd8a4cb5d076a64750446cc79,9029779e88988fe86dbc0ca46ce6a8bb77796c45825eab55eb92136cb468e575,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
f0417cb85bd1c751561867f042b6623bc7885e27669a11bc7f9a64dd7d3e4eb9,7d3abaf53878e7d482b299ba12aa7ddea41cf9c509f13f1f95be01b670795da0,79cb7732547495d2a19f4ca639872a6b8e1713b865d05ba3d1b6e75f11f6d873,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
15b0709658399d207f915d89197845a7c9619e6bce323e782d56ba1fbf52e8e2,541cacdef41a43ba09a99ee796820ab7f7a2c0aa56d85d884decbc67e49730ac,9fcbb1f65b7a4ab879a8d859539143d7df744dc002064a1003dc71d4f13197ac,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
7770498d108bbd395ef78d7b015138646a4d2360189017bb2005b57ddc8aa49e,57306ea8918aad5423bd2f6891b7899294f6b04baa2ce3afbf1459f84a91b15a,2439e79ea1cbf793d2004e6f9f03e057fc31a56d83cf45cf732460daee41ddf1,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
13d0332049ec0acc582b5703892e1f9bb6715d46a9e3cdcac3dfed6b90446ec5,53e965d876a521ceb18b374c22e316f71f022a6ee0b989d85723397a91aa1d23,004adff1d5a426bd732cd134824c09d670ddc6a74bb77eb0aa438e5980d1b879,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
06bb4e584e07bfaa66a43376f8f76d5be3906aa10f964fb24acbc76c244e0037,46b015b17d44b6b5f15c94f4b4505f9993d60a5e4032b31507498351239ff085,1864aed1c7d8fdbfbeb4540aa11c9f7adafab8767ce9cd6bd9909eb2b60ef391,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
db045bb75fd723613d71ba70e9dc3c9e48565989a1dea7373cb5ecc0db067ce1,d8d673b1a774c392736f5883cfeb9aa1cce564e8841941f2cd9de8b4c1719ed1,9bae8feb100a8c3ccac7f45e225c2c8a76f0978a502f9a713b3263337b4f9745,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
89099619345f8593ce2795c3e5842af7b82ddccdf66c50cc92d7bcc839e30898,042cf426467ff01ac89971424ab8d359ea443e28053efdbffed6ec8f3be50bad,b0646d7dcecb477ad5b29a993a26c243c83c3c2cbc0d69b3e9b7354c6a1a4032,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
4eabe712f5f72734cbf87046fd23481de28afb719d71dbe920ef652db5fb5573,ca9c1e54e414962b76b36a91f1234d274ae796a93c791a5ed9c084e406f456eb,b994a25f7089c3526f3355e0ca8c83e5b98da9e2447e2a9465c57f745418b02e,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
043f26684f3fe3f9d80bb818cb3e1d9a6fe4091f32871a97922aad22b0a6964b,9574efff3e7a2116364d65c3e3f153b4e5b289b65ba9f385444e6b26975f5307,44b3aa48ab5e26e5fccf0717e01e63357c33c19f1710149d83857d17ac3629b8,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
2c26e9ae09d92ddb216b138dbb9fab3731fbd9e7ae9cb453c72a7b4dbaf162e1,b5fa46160c00ef0103cd1563e56672f7af5b34023523c01a39f043e1e1aac935,5ac20b11a9b94d80f60d6c0cf8660055f8126861bfcb4a172c555144cfeec1f2,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
ccf51e739dcee171d7dc761377862013eddef063ec504312480a09d6344f8db1,ed6a23c1f68c8f3a8ce58a56ac39808948c1452cf6026117d2dcec26904fb0c6,6cc26783660ae5cb81bf4ab81a3e84179653e60a7133bffbab489c6c9e1a7427,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
7af3bb5406d302f25079af17d1bbab50a16aaf2de266dbff34ef73bc2146b437,2379fdf6e0a2ae6f7fd0be0efea7e97cfb0c532ff66b6f1c2a49898cc37a13ec,b1352f3dd9fd95b9e7c0df9464a9e6378d11a3ba1770fcc176d5ec50945baed5,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
d82104db40ba56790b85b79a898c77548193e1926a5077e4649cc4b3460f900c,bc211322d70f04197e28cb994396b3d1b0a751937bb221791c0b884225fc3710,6268bcf22f09e2664cb64ef18af160d3bbc9105550560d95ec3fdca31b1cd52f,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
72f28acffeba7f2113d6a4b367239dbfeb9cf483473bd9fdb539d7b46e02a094,6445439a5bc80c178b1c1ebbc6d2571299837d4d5cccc1999b3c745beb4cd9c7,6992d803545cdce6a6a07f699a531e032315f9958aa68776b3440aa610a88491,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
eb94c90ce9105dde9cc95446fc4ffe57d10b17b33d60a67663a4e8cf4d117459,0d5bd66a19a75364a20ad582f1cc055450c7e034b26ed81848654f879c84e565,d8477cb60db1e13b11a2c1468f772ffb534b0ed20e79895b055d9dfe77fe03da,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
3202e38b0d5005b6b332026311fe8645a45e5ad61929251ef5b079e7d3bda6c7,37d1cd5eb7c02621b5f9ea07d6f5035e151ed7a7923b382e62171edd9e4c322a,fb88345bd80fbbd55a7dac5fcae82acc145561c2457138711fc69aa7b557bb7a,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
bbeb1f0bc390e8fdbb5df04a912b8f5528c92b2755cc00291170f303aff46cb1,38dab86e96e37bee3101fe3b4cdf3b5f0328db9883282fc1b5c2db9b1aebb768,8fe9f2ae4fa78bd09c964cd754d90592c520c52eeb7909c1fb4933f27a4f8fae,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
fd8a2430aa1d1b6fb9e059ff6268eabf8bbd77e68a6d5f38195a67820149b0ab,ead6d007019eeb194a900e73572e536aa814dda08552efbda8157de6e35e0a8a,326b0a304c0dc43dce757408d9570c09d66167e73a4dd2c426ed9e13f585037c,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
dfd6812823e62bc0aaac00933fbb3cf4a00d1cb7bf152b5f60f66eab6d8e08eb,972d9fdf5ea5696374f818e0d91cd8071c5d0a6b60ab7787bc3c908057019ee4,c9792c23b194d195bb0c3931249d59eb4108ca2045f4a137f1907f0fb259de7f,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
fd8a2430aa1d1b6fb9e059ff6268eabf8bbd77e68a6d5f38195a67820149b0ab,28d94f560a5029aa179440817734ef2b7b8bc186ccb76e1da562119cb6752e04,c1dac89b80e43970b667f4b7640b1e374fd10c096357cddd938a2242bc264b17,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
